RCRD-TYP,FD-CDE-2,ST-OFC-MAILG,CTY-OFC-MAILG,DST-OFC-MAILG,ST-CDE-OBLR,CTY-CDE-OBLR,ID-NBR-OBLR,LN-NBR,CR-REPT-FEE-CDE,NME-OBLR,ADVNC-MULTI-AMT,DTE-CK,APROPTN-CDE,GEOG-ST-CDE,FY,FED-RESV-ROUTE-NBR,CK-DIGIT-ROUTE-NBR,TYP-BANK-ACCT,DPSTR-ACCT-NBR,ENTY-CDE,CK-CNCLTN-CDE,FNL-ADVNC-CDE,DTE-LST-RGSTR-DTL,BLK-NBR
12,77,26,145,145,26,145,26976330,59,4,1.45003E+15,7246.96,81223,23,2,16,60102850,5,S,UCFZWB4HXBXLJ1FTI,77,56,24,100822,5878
14,16,19,69,69,19,69,80186248,25,1,6.9008E+14,959530.19,12522,38,23,98,56606654,2,S,W52IHOZLMHZU8PFCG,69,58,7,42121,476
12,57,6,53,53,6,53,65584641,56,5,5.30066E+14,-20063.73,21223,87,24,78,40365368,1,S,WEEBBACSV7FM438XK,23,66,18,30316,9463
17,57,54,33,33,54,33,33326678,18,5,3.30033E+14,94370.28,71517,90,13,37,27311969,0,M,LTDPKR8451H1JYKC5,26,59,28,31820,7741
19,16,31,37,37,31,37,65504331,23,9,3.70066E+14,456029.79,21414,89,44,98,36611518,7,S,PQW817L5EU3GMA040,77,71,22,11219,5381
13,37,37,15,15,37,15,61327947,92,1,1.50061E+14,-77622.82,100523,73,34,78,76797222,8,S,C3WUM0W6YPWC9RBWD,37,43,72,71314,6559
10,16,36,105,105,36,105,49768053,48,5,1.05005E+15,33795.43,12817,10,40,78,40765389,0,M,T4U2H5SMQXKP4NMUS,38,29,21,53022,2361
16,98,48,373,373,48,373,18789165,81,2,3.73002E+15,5695.23,92623,18,13,98,34881456,5,M,2IFFG5E4J2F0D3X0Z,88,71,80,111919,1594
10,57,19,119,119,19,119,35405461,47,0,1.19004E+15,6927.28,123015,76,10,16,49127144,1,S,2JJU8ZRFE8QOLHWKZ,96,9,24,103118,4907
15,98,17,115,115,17,115,10220119,65,8,1.15001E+15,95398.83,40623,32,5,78,10741404,8,S,MIEU6PKSBQ0FRUEBF,40,52,64,30618,9845
14,16,17,183,183,17,183,55056025,64,7,1.83006E+15,931826.98,120318,40,18,57,89186942,4,M,0FCZRFOECKAY4IDFY,96,70,53,90922,1617
11,78,20,181,181,20,181,16584684,19,2,1.81002E+15,-817881.2,123115,49,4,17,99490137,6,M,6N9AW8UGU8VJ2N5GG,4,92,32,111620,2069
18,37,13,315,315,13,315,62830521,78,8,3.15006E+15,2723.22,92223,18,51,58,30752137,4,S,RXXF9SJ55W6HO1PF3,3,56,12,60417,6411
16,37,40,41,41,40,41,41324388,30,5,4.10041E+14,277.49,121617,85,51,99,68980778,5,C,Q2RQALAKY13L8TKMN,5,99,1,80915,958
13,57,30,19,19,30,19,89222032,76,7,1.90089E+14,-5910.48,42618,80,47,58,17932219,4,S,GO1T58PJSUZ3LWVEJ,10,69,97,30720,3740
11,78,40,89,89,40,89,50342729,68,6,8.9005E+14,30177.73,70921,83,5,78,26482799,3,C,COS275H6URZD70QCT,59,30,52,82113,3831
13,78,46,129,129,46,129,19431018,34,1,1.29002E+15,21690.88,101319,21,28,99,12529579,2,M,42872CGUI20599HW5,13,14,9,53119,9518
20,37,37,79,79,37,79,22126752,9,8,7.90022E+14,162.3,91618,78,22,78,66753534,9,M,V5D9BXXD6G2E8J8O6,68,30,56,71815,3452
16,98,19,61,61,19,61,42485435,47,8,6.10042E+14,-656.69,52416,83,40,17,55239355,1,C,GPFKQTXWGYX83PBGJ,25,36,3,51717,8550
16,16,20,97,97,20,97,73634616,58,9,9.70074E+14,479011.1,71121,15,24,17,27068775,1,M,6KYOQSX3E3OF3MTS9,26,95,28,72713,8577
20,16,31,109,109,31,109,63262985,25,6,1.09006E+15,696.5,81921,59,35,58,19520888,5,B,ZZUGW9DDRLXV7L79E,22,52,88,82015,2591
12,57,5,73,73,5,73,51796477,14,7,7.30052E+14,64149.3,22513,29,33,78,42967127,0,C,2GL152B6T2JMG0RLH,73,45,13,120917,9778
11,37,26,71,71,26,71,62589981,2,2,7.10063E+14,41747.96,80923,22,50,58,52788039,6,S,Y5C47J0EGJJIZH6TP,27,66,36,12322,1621
16,98,26,3,3,26,3,77120309,61,0,3.00771E+13,559.64,82416,83,28,99,48815064,8,C,MCYGE3HQ2NJK6YTMT,26,74,35,90819,7200
18,16,40,135,135,40,135,42805615,80,1,1.35004E+15,492.52,83014,30,1,17,15338938,9,B,64W8FXJQPNJD0AX29,36,32,32,33120,3206
13,98,28,33,33,28,33,68557736,12,8,3.30069E+14,424692.45,121022,47,56,58,36821632,2,B,6FPVU4F9S8FI1QENB,33,10,77,31719,3750
18,78,54,9,9,54,9,68570850,81,0,9.00686E+13,-79957.98,32920,75,34,78,69675986,4,M,WPT7VPS38GEZKUFUK,82,18,22,10815,3018
15,57,13,163,163,13,163,81591763,36,9,1.63008E+15,3689.15,102722,91,56,58,43082499,6,B,OPPHMUQ0TY90T9TX2,37,42,31,71921,9758
19,57,19,103,103,19,103,70001330,96,9,1.03007E+15,49848.27,50722,41,37,37,84361193,3,S,SL7BOODD88917OH1Y,90,79,72,71620,9525
15,37,54,37,37,54,37,88247533,15,0,3.70088E+14,711.21,51722,35,42,37,89018400,0,B,1GHVTZPY8WM80QZ95,91,84,82,62816,5682
16,37,41,53,53,41,53,78933799,45,9,5.30079E+14,-478369.4,113019,31,10,78,14753485,9,S,GXT7YYV3T4AR286M8,87,1,29,82622,1928
14,78,18,73,73,18,73,78251784,21,5,7.30078E+14,-5224.35,30119,24,18,78,23602896,5,S,K0GT7T0A0MU59HJZ8,88,84,41,53116,6771
12,78,4,23,23,4,23,66938378,3,6,2.30067E+14,-481515.96,101920,99,17,17,11467476,9,M,SYPEBGI2YIO38C91N,45,64,50,60316,489
16,37,22,123,123,22,123,81241136,66,2,1.23008E+15,26633.38,80923,33,6,99,34860516,4,B,04NCKTNXKE95P3IQ6,40,70,23,51622,4537
12,78,19,131,131,19,131,66792247,7,3,1.31007E+15,460.12,50114,33,44,58,53644424,6,M,XHQPK1Z85X60A49BS,45,74,73,92219,5978
17,37,16,13,13,16,13,49222785,98,3,1.30049E+14,267024.7,53115,54,15,17,95756038,5,M,V7UWXMUATDBDFX3A3,49,53,99,101314,781
18,17,8,5,5,8,5,95361065,44,6,5.00954E+13,8208.89,30517,24,41,99,87716590,2,M,N3ENP4WJYIEG37E08,41,57,71,31216,7663
18,17,21,109,109,21,109,16247604,37,4,1.09002E+15,83222.32,13120,40,4,58,11660418,3,S,MCRZ8P0F1FUJHBB70,48,29,26,30417,3209
15,78,54,69,69,54,69,23488097,26,8,6.90023E+14,-209.51,52213,55,29,78,69772003,5,B,EWDSSYQ9GYXDU5C2L,97,68,65,70418,1116
20,99,39,95,95,39,95,34966351,76,8,9.50035E+14,-2719.51,30917,7,23,99,50574263,2,M,B474IQOVF58EWVKU5,46,70,32,31617,9298
10,78,53,43,43,53,43,96435878,90,8,4.30096E+14,-2156.96,61023,19,37,99,34778572,8,M,ZCNWLTPO9JEKDJHGE,47,71,68,60520,1816
14,58,18,123,123,18,123,41090401,4,9,1.23004E+15,984.57,51718,67,6,17,70921227,3,B,22PXF9OXWADA6KLGR,55,5,35,73119,3544
10,17,6,43,43,6,43,77900246,48,1,4.30078E+14,-602150.6,121317,57,22,99,69903558,9,S,5QL888KUU9R7AOE2Y,49,89,62,111813,356
17,17,48,131,131,48,131,21208028,62,6,1.31002E+15,656.13,42016,82,44,38,91743210,4,B,Q78ROBLKXBWZH01GU,5,4,32,121318,1840
12,78,29,91,91,29,91,91468688,70,7,9.10091E+14,43858.84,22518,87,22,17,49464735,9,C,DJ2DRRCICU4PP02YI,56,89,72,52120,6387
13,99,39,159,159,39,159,16763169,76,4,1.59002E+15,-310.35,91515,26,13,38,19095358,0,S,AGHMW4CSS3U70MBCZ,10,2,17,101316,622
11,99,39,41,41,39,41,90592063,13,9,4.10091E+14,538.8,52618,92,46,58,37141370,4,B,J65GHWWQU7PTP59AS,59,57,82,10414,4350
20,99,48,443,443,48,443,46331544,43,3,4.43005E+15,762.54,31123,57,34,38,17731509,9,M,RRG27P08PGWJSO27Q,11,4,32,122014,150
14,99,6,79,79,6,79,51778314,42,6,7.90052E+14,572.12,90917,78,29,58,17668237,8,S,1E6UQQ2BPJ6YTT0EG,60,78,8,82520,9758
17,37,36,97,97,36,97,61267202,75,7,9.70061E+14,2672.17,20914,28,48,17,27698168,6,M,F592DXNAJ64FU4MPV,66,8,32,70518,834
10,78,47,177,177,47,177,57300720,60,2,1.77006E+15,203.8,103116,64,25,38,59478513,5,B,AIXIJ0KVJCS4Y8AP2,14,76,85,62514,8833
14,17,29,35,35,29,35,58177707,12,5,3.50058E+14,3947.66,50120,12,53,79,91233069,3,M,U7D69Y7376FLLV9X7,11,67,25,110718,4839
11,37,55,133,133,55,133,56946953,40,0,1.33006E+15,-1365.3,31714,52,23,38,19925063,8,M,0YK4WDT4SHDQ1SA6I,17,31,51,41620,9528
11,58,40,75,75,40,75,67794611,37,0,7.50068E+14,6470.5,12115,23,10,79,53298015,6,S,DQEKMNEXHKUKY856F,14,89,40,52417,3970
10,17,20,23,23,20,23,90250252,5,2,2.3009E+14,780.95,81320,82,8,38,23691543,3,C,NQRVTJFPLKBRXAZEG,18,47,66,12722,4163
18,37,8,23,23,8,23,85963316,5,0,2.30086E+14,-835638.62,22813,1,42,99,98891417,7,S,EY1U9X3JYE7Z7WZDH,64,94,12,92515,1730
18,78,13,79,79,13,79,90261826,39,8,7.9009E+14,504508.39,51815,68,16,38,26666140,4,C,D7ENVC9M77BKPJ6PL,21,48,47,62314,2766
12,17,48,69,69,48,69,14059737,9,2,6.90014E+14,-117293.91,101917,24,22,99,99426996,3,C,DSQMUCS7TC1PI2WLD,72,64,83,61322,9942
12,78,1,27,27,1,27,62071386,23,6,2.70062E+14,5468.1,100418,3,22,99,31319588,7,C,PQ2GVOIW2ARSD6Y0G,74,94,79,10215,2961
16,17,27,57,57,27,57,52744607,92,9,5.70053E+14,327.6,41513,29,37,58,97826585,0,M,LNXC5JOMJ69WWCTO6,79,15,87,52017,3183
15,17,53,41,41,53,41,15050540,44,1,4.10015E+14,258.62,90218,51,2,58,48410570,3,S,6JXELER7R79OW1K82,80,83,58,30820,3492
12,78,29,119,119,29,119,19961826,68,1,1.19002E+15,-62513.29,50213,98,49,99,40135973,6,C,OQT5MTMJVPKF2P7J8,75,62,70,32616,252
12,37,18,59,59,18,59,47116531,5,6,5.90047E+14,24211.69,122819,61,27,58,26068549,1,C,E7NR13NLYJAW3TC69,82,28,52,83021,2842
12,37,25,17,17,25,17,18710258,79,8,1.70019E+14,66143.51,70818,58,53,58,17663925,8,B,8DAPUN4POEE4K2WT7,83,64,72,41514,5109
19,17,13,11,11,13,11,64633346,38,6,1.10065E+14,808799.8,50113,3,12,99,32193004,8,B,DJIYPPCVM66S52B77,82,42,43,72919,9147
10,17,50,11,11,50,11,48946882,79,1,1.10049E+14,1211.82,12722,52,28,38,79986398,9,M,F8HY8NID3L2ZKM7JW,40,26,90,71715,5096
15,99,46,67,67,46,67,72085748,4,8,6.70072E+14,5646.52,92519,52,28,38,15160858,1,M,BFSDZ32IYJ57N66Y9,41,1,83,71721,7275
16,58,22,107,107,22,107,48394891,49,8,1.07005E+15,14379.91,93018,84,15,58,47177230,4,B,IVNDW5IYGY1ZPKWD1,94,97,65,90915,2260
11,58,12,83,83,12,83,89184217,52,4,8.30089E+14,34565.13,102817,31,39,99,25679379,4,B,QDJLSYMCWGE5LU68K,90,70,62,111519,6903
18,38,19,25,25,19,25,18150132,61,6,2.50018E+14,-93949.64,111723,84,1,38,70867330,2,S,QPCDSGTJGBMFUPGGH,46,48,44,10617,4583
12,99,48,385,385,48,385,81231359,29,5,3.85008E+15,546.44,103019,38,18,58,98757268,3,C,UJ8OD5ZJ3UTVRMVCD,97,55,2,111018,3484
15,38,21,207,207,21,207,74871754,46,5,2.07007E+15,-227379.12,110822,87,53,38,65792173,9,M,1P38HVC0QHVPU5TVD,51,9,34,11417,584
15,58,48,21,21,48,21,41099337,82,3,2.10041E+14,562.72,60115,72,4,59,99665271,1,S,5B82G0IIYS9LO18HX,0,37,87,81615,9290
19,38,13,13,13,13,13,25242124,68,5,1.30025E+14,-20788.2,122213,75,55,18,37660623,4,C,Y979EAEQVIKERZ5FO,9,32,51,91720,4362
17,99,27,1,1,27,1,53666656,70,6,1.00537E+13,71531.15,60420,26,41,79,80532762,2,M,BG9KWJF0W7LT2WST7,54,54,47,71415,110
18,99,12,129,129,12,129,64917449,13,3,1.29006E+15,-177.96,62913,18,46,59,42594241,0,C,SAVTAMDP912VOGQHC,11,97,47,30714,8389
11,58,1,105,105,1,105,77705181,51,6,1.05008E+15,722.98,50919,93,36,38,47487054,0,S,04GNIDGXICNCO7QLV,64,71,77,71416,1447
18,17,26,115,115,26,115,58172716,43,5,1.15006E+15,-45610.92,50818,37,47,79,82730513,3,M,UO1YSB43FBS7OXIMK,60,94,18,91315,5707
13,58,8,21,21,8,21,89066195,53,4,2.10089E+14,93578.58,110918,81,35,18,74550085,9,S,BH1R9XHHSWAZJQA5O,15,90,79,112022,2099
16,58,47,21,21,47,21,35166518,38,7,2.10035E+14,912.79,52622,62,51,79,56122873,5,C,I2TT9OUS5ALXVUYRQ,63,61,48,122221,9673
16,79,48,377,377,48,377,76548519,43,2,3.77008E+15,-264.93,101422,27,13,38,20825763,9,C,LIFI3DZFNRIHX84ZC,68,84,42,62717,3789
19,17,20,167,167,20,167,51767901,17,8,1.67005E+15,66489.39,40818,21,55,18,34472114,8,S,L4PMH9MJX6NP70J4G,23,97,45,61713,2788
18,38,42,41,41,42,41,79050589,54,3,4.10079E+14,-79955.35,80313,28,8,38,47115365,3,M,MH2F9JFQWZ0H2LC8O,73,42,44,41118,8407
17,79,38,25,25,38,25,21661973,16,0,2.50022E+14,691485.22,60120,65,30,18,47980093,9,B,3T8E7HJSH4S6OZ7KQ,31,76,85,52917,7653
14,58,35,19,19,35,19,34275745,66,5,1.90034E+14,541.79,122623,94,2,38,71022098,7,M,BYJB05676BKLS4C1K,80,18,86,70320,9420
13,38,51,735,735,51,735,82793018,50,2,7.35008E+15,44382.48,112613,69,16,79,93929693,4,S,9Y28KOEBQJX2BEGOG,77,40,25,82822,6430
18,79,27,67,67,27,67,27968041,70,8,6.70028E+14,588551.11,62615,72,53,38,59784147,9,B,Z2WZH9PFW300Z48CQ,81,29,87,82121,1907
10,58,5,15,15,5,15,58061213,74,1,1.50058E+14,131.3,122813,19,31,18,36530273,1,B,FAH9VR1YOOMR4JRM1,33,14,17,122621,9242
19,99,47,95,95,47,95,37653122,73,4,9.50038E+14,731.91,51516,74,47,38,16761378,6,C,1KWJLVI0MKL0KWHU0,84,35,20,41713,1269
14,58,55,11,11,55,11,75723783,50,1,1.10076E+14,41095.27,71114,69,34,18,82118920,3,B,4CTEU2KZ8V8OMLP74,35,57,48,31917,9747
15,99,37,19,19,37,19,81153896,47,9,1.90081E+14,223.35,11118,14,50,79,73638108,3,M,GR6ZTW6FX4RPTQTLE,88,94,6,102218,7650
15,38,51,197,197,51,197,74743377,57,3,1.97007E+15,64714.12,10816,50,22,18,91344612,2,S,NACENXKYAQ03BA46X,52,18,35,122315,5110
10,38,22,49,49,22,49,27103068,51,7,4.90027E+14,5324.7,50517,97,12,59,81228695,3,B,M4RGWVTCBZYKM7N07,58,83,81,120814,4127
15,18,17,125,125,17,125,88347631,73,0,1.25009E+15,114.2,80922,63,49,39,45266934,6,S,NAABR5ANAY3E4QR1H,11,81,10,20817,7626
11,18,39,9,9,39,9,74229098,40,1,9.00742E+13,9150.41,22816,88,29,39,46387513,9,C,IZN2EYLG1VI0L3QUP,12,1,35,31315,5778
10,79,47,167,167,47,167,76265288,49,8,1.67008E+15,64881.33,11017,15,50,39,58711667,6,B,9O7MY2JEHN6UB360W,10,86,99,111014,9255
19,59,19,19,19,19,19,21507315,31,0,1.90022E+14,450227.61,22820,82,24,18,99785115,5,C,GZGB5W97TOVMGBYU5,66,83,28,32017,439
16,38,55,65,65,55,65,71597906,41,6,6.50072E+14,162.7,22420,14,17,39,29486045,4,S,NJOYKD4JVCC3QD54T,17,8,77,121520,906
13,38,16,1,1,16,1,60282055,64,0,1.00603E+13,-29426.8,102018,31,16,80,11575991,0,C,DTAGEIKVGN1Q2UUKJ,15,61,41,121013,6317
14,79,13,77,77,13,77,82282125,53,9,7.70082E+14,8356.96,21219,54,54,80,61278067,9,C,V422O96RKKE5BXCMK,20,15,22,12013,987
14,59,22,19,19,22,19,87011774,72,1,1.90087E+14,567.57,71913,49,51,18,40900576,5,S,HPZJ8VSOT5ENT64J0,80,44,69,71217,3097
19,59,46,117,117,46,117,75911949,99,1,1.17008E+15,67914.26,112623,32,20,59,70649280,1,B,ATC7CJTE6J80WSQZP,76,16,76,110516,2055
16,38,13,199,199,13,199,94271502,74,7,1.99009E+15,31369.71,51616,8,5,59,47220270,7,S,WJN4T05X23RT2BHGS,78,42,15,110922,5142
13,79,31,39,39,31,39,61738848,31,2,3.90062E+14,7196.29,40614,88,31,18,33863756,6,S,AJ755MYN2DDFLT6KT,83,70,94,20819,754
20,59,29,131,131,29,131,18091316,53,8,1.31002E+15,422312.8,62814,55,19,59,61788432,9,B,77ZQ74J6KSKNI4CX6,82,32,73,62213,2807
11,18,8,67,67,8,67,90566343,9,9,6.70091E+14,987279.82,10117,15,29,59,96383672,6,M,I85MTRUC920FTQU4G,92,21,38,22920,8846
18,38,13,229,229,13,229,48661586,92,2,2.29005E+15,505686.38,112716,16,22,59,25108966,4,B,R4736FRXJE4R7PQCN,93,27,32,110918,7784
15,59,31,27,27,31,27,35684224,44,5,2.70036E+14,677161.37,81813,15,15,80,14287155,0,M,22KSIDXR11W4WRB66,42,16,59,101022,9167
13,59,54,31,31,54,31,24349299,34,0,3.10024E+14,9835.69,91618,12,46,59,56407474,9,B,Z4BVM6EP7GA8639L6,95,7,28,60218,3091
18,59,6,61,61,6,61,71460698,81,2,6.10071E+14,7764.98,32818,50,40,39,19792209,3,M,UWLJMGGMK5BBRL3CZ,60,6,72,42419,1571
11,79,29,87,87,29,87,15608877,9,4,8.70016E+14,65617.77,81321,38,5,19,95698799,8,M,08RYDNRFN1RYQK0Y5,13,64,68,51822,6882
14,38,39,101,101,39,101,16762035,58,2,1.01002E+15,461.3,81121,56,9,19,83358106,1,M,7L9EWVTJADE5VCE6E,19,37,69,72217,6438
19,18,49,23,23,49,23,69199541,97,7,2.30069E+14,-1293.2,51222,22,55,19,17003140,3,C,WLMFIPTC0QX8I86ZO,22,75,72,62021,6392
13,79,51,147,147,51,147,93518500,83,7,1.47009E+15,103520.79,20222,7,18,19,56677822,0,C,9V1CGZHEPWLFXMWEG,23,46,76,11321,7938
13,59,48,77,77,48,77,58064844,56,8,7.70058E+14,981.99,101416,41,41,39,66528936,8,C,O675QMDAF8Z9AWRMO,77,50,53,42117,3973
11,18,29,49,49,29,49,18465866,10,0,4.90018E+14,51887.88,62713,66,23,60,74441702,3,C,944MC4VYV8RZ5VGAO,26,79,94,100616,960
17,18,39,55,55,39,55,13829928,30,0,5.50014E+14,-554.11,102321,95,23,80,68731439,3,C,8F3OJIE6N4NYZC7TI,77,59,61,112114,2110
18,39,39,173,173,39,173,91592454,58,9,1.73009E+15,5416.48,62720,56,13,39,88194452,5,S,24MCK50E8ZP3SZ0Y7,81,41,64,90322,3008
18,18,9,5,5,9,5,25840308,13,2,5.00258E+13,5710.33,120323,48,27,80,35866825,5,C,16XH6RMCJKZ38NC53,79,92,93,51417,2997
15,59,13,19,19,13,19,96050019,8,7,1.90096E+14,853012.43,60220,13,39,39,27524391,5,C,8UNHHJKGKTJ9FA7ZE,84,47,10,80218,5990
17,18,28,103,103,28,103,11144927,60,1,1.03001E+15,725963.94,82820,86,29,60,42309608,0,M,HOVZQDG6LL8GDDPEY,44,68,14,22517,8579
10,18,19,173,173,19,173,16452286,46,3,1.73002E+15,651813.56,20222,74,2,19,34337511,1,C,ZO88O4B6OM49UBD8D,51,73,77,110721,9776
15,18,47,147,147,47,147,43676298,58,8,1.47004E+15,-663745.39,72620,63,27,40,14775230,6,B,ABGIFDZH8T8DC6DX5,0,50,94,71616,207
13,39,35,5,5,35,5,68587417,77,0,5.00686E+13,427147.48,111920,34,28,80,76577403,7,S,W3KSE0MCTB9PPNPQ1,96,43,94,92120,9105
11,18,46,105,105,46,105,95326169,28,4,1.0501E+15,377852.52,81722,89,27,19,99254573,6,S,QLV0WOBAADGR96MBJ,56,87,69,41414,6174
12,39,27,163,163,27,163,28147070,25,1,1.63003E+15,56649.57,20720,95,50,81,52835975,1,M,99HE4K1YQE5EQNZLH,1,10,36,50921,3671
18,59,47,71,71,47,71,69749848,12,1,7.1007E+14,4725.59,53017,11,21,81,43708660,5,C,D76DSDUSSKTFCGEJ0,2,34,32,22221,1132
14,39,1,65,65,1,65,36763865,96,6,6.50037E+14,426200.97,42320,7,41,60,25660353,5,B,WV4DMZLGF3QILQ6Z2,59,76,88,40717,7778
10,19,47,105,105,47,105,50381601,74,0,1.05005E+15,509.57,61913,7,33,19,16576853,9,C,VP74C9LZD3SH9ST6R,69,52,18,60820,3243
20,39,27,5,5,27,5,35252675,23,0,5.00353E+13,-7578.87,110917,66,29,40,68517986,6,B,TSV8LBH81LM7SVZ2W,20,62,60,30718,8896
17,19,31,49,49,31,49,77687890,33,8,4.90078E+14,789030,100721,87,38,19,18544730,1,M,VSMBSNZBOH3U12XFF,74,62,59,101716,4558
18,56,13,45,45,13,45,43709054,53,6,4.50044E+14,15192.81,21522,93,2,19,17598590,6,S,40JSAOOA5P114BFSA,78,18,73,63015,1140
16,39,55,123,123,55,123,69435815,3,0,1.23007E+15,95621.15,102413,69,1,40,75128627,0,S,4DIK06CVZ51K1ETG4,27,10,67,100313,4645
11,39,48,65,65,48,65,90145651,34,7,6.5009E+14,-32720.63,123013,97,31,40,92076083,1,B,9UNYURG6FRF82HK0Y,30,42,85,12222,2460
19,39,1,89,89,1,89,27942092,15,8,8.90028E+14,917816.22,12919,76,17,60,13084929,3,C,VAX8HQNJANE6EOLXW,78,47,58,112118,3697
15,19,13,277,277,13,277,74520621,20,0,2.77007E+15,-2198.86,110515,77,48,19,19168725,0,M,XK5L153VY2K053ELB,83,67,8,50613,7529
16,19,34,13,13,34,13,57458996,54,4,1.30057E+14,3064.67,121317,77,1,19,38054832,5,C,CE3011D7I4LTN9TWM,89,76,29,50120,3706
18,19,18,79,79,18,79,14998093,74,1,7.90015E+14,8586.5,11820,87,10,60,40413056,6,S,HNH5LS5GB0OXXXG4O,87,40,34,92415,3959
14,39,51,45,45,51,45,62445069,17,5,4.50062E+14,599.5,102516,25,36,40,45662406,9,M,YFZ4V9G9TUAYHJP9N,39,1,61,21213,7683
15,19,1,69,69,1,69,88842821,64,6,6.90089E+14,-420440.25,31413,77,35,40,14158766,1,M,Z15FTIL7OLSL2D0FG,40,24,25,111921,3593
16,19,42,81,81,42,81,91788548,79,3,8.10092E+14,38719.54,52421,84,19,40,45572533,7,S,USFDKA0EU4TOF3DJJ,42,58,76,120315,5377
16,19,28,63,63,28,63,21925082,17,2,6.30022E+14,593682.25,72616,83,42,81,27625744,2,S,JF97QCMIDS8FHKC4V,39,68,72,70314,6050
16,19,37,81,81,37,81,45200751,75,8,8.10045E+14,441.37,92014,53,31,81,82942628,3,M,WPNMTD3HTZ5HWTI2F,40,72,49,62319,2521
16,19,26,89,89,26,89,28274146,8,3,8.90028E+14,868160.84,52919,92,38,81,68772764,6,B,NIPEPFUTCC10K1WIY,41,63,65,103018,119
12,81,27,41,41,27,41,73375822,92,2,4.10073E+14,-3237.76,51414,37,4,81,58275090,7,M,JPM3LK35RV49KNE97,44,84,81,122521,5564
12,81,19,141,141,19,141,56795797,10,1,1.41006E+15,-632956.21,50620,41,50,81,82778362,1,S,Z3TH71CLU9Y8JNFOC,45,41,23,62220,9815
17,19,40,153,153,40,153,22621499,25,2,1.53002E+15,403327.66,70815,17,41,40,73412340,5,B,M34FCUTEID9UQYJHM,48,40,73,40518,6551
14,19,48,143,143,48,143,72785735,37,9,1.43007E+15,98862.75,31013,84,4,40,21338064,6,C,V9LXKW7C957MAKV50,54,40,55,62316,6563
15,81,20,57,57,20,57,73633746,29,0,5.70074E+14,73964.13,51819,94,17,20,63851358,7,B,N3FJ46FTUMXKHVO22,7,93,16,121219,7538
17,81,26,137,137,26,137,94649261,14,7,1.37009E+15,6270.96,22716,42,22,40,98655540,1,M,I2YZ0ILLX6ELSLI31,58,93,1,40814,1606
15,19,36,69,69,36,69,50836378,94,1,6.90051E+14,375.77,91619,9,27,40,72124603,1,M,0JRY8R7ENA6JZ59YF,61,56,32,72414,114
19,81,51,650,650,51,650,75023492,36,7,6.50008E+15,114035.79,81520,88,8,81,14496317,2,S,FGT9ELB2SLVS9N9LB,58,48,42,51517,182
13,81,53,17,17,53,17,82793731,58,1,1.70083E+14,3365.1,73021,51,34,20,65216981,6,C,SAAP61TUJRE0GR1BQ,20,4,25,81721,7939
10,61,50,17,17,50,17,39083199,91,3,1.70039E+14,461041.37,90816,88,9,20,81613769,8,B,FK0UX6OP50ECERBAY,21,42,95,81913,6933
18,61,30,77,77,30,77,48007622,72,4,7.70048E+14,64846.37,92516,8,17,81,16752355,8,M,US9OI5FIEGFLCRMK2,68,71,84,101019,7653
13,81,21,119,119,21,119,92542511,86,0,1.19009E+15,799.6,81623,29,39,40,31903670,0,C,C8635QW7Z9JI2AWX8,74,87,55,50414,102
17,61,54,71,71,54,71,60140475,42,7,7.1006E+14,938765.53,102715,71,42,81,11910034,3,M,2RRW6069ZUNA53RPA,77,73,48,92318,4054
20,61,56,1,1,56,1,90467689,90,2,1.00905E+13,-172.22,51713,14,33,40,30784313,4,M,SXKLAVIAMRT3949QN,83,72,25,21115,6620
17,81,38,101,101,38,101,79956177,34,4,1.01008E+15,2241.73,91621,64,41,40,10023430,0,M,P1ZGKYJQBZDDWYWPM,84,54,61,11019,3052
20,81,26,129,129,26,129,54842807,45,0,1.29005E+15,95721.91,62317,37,17,61,29088097,4,S,GCX4FOQQZOK47I2KX,32,24,67,42715,2375
12,61,41,47,47,41,47,95259511,57,6,4.70095E+14,41602.4,82319,94,17,40,97943640,9,S,584FMQXS9IAE4E2DU,87,32,17,90914,2227
13,81,20,37,37,20,37,47216491,40,0,3.70047E+14,7776.49,91623,42,27,81,62095126,4,M,HGFMU6VFR2420HQGR,85,14,24,51722,3562
